id,data,siglaOrgao,proposicaoObjeto,descricao,aprovacao
2321437-3,2022-05-11,CSSF,REQ 32/2022 CSSF,"Aprovado. Subscreveram o requerimento os Deputados Benedita da Silva, Tereza Nelma, Alan Rick, Dr. Zacharias Calil, Jorge Solla, Rejane Dias, Alexandre Padilha, Pastor Sargento Isidório, Carmen Zanotto, Flávia Morais e Vivi Reis.",1.0
2321436-2,2022-05-11,CSSF,REQ 31/2022 CSSF,"Aprovado. Subscreveram o requerimento os Deputados Tereza Nelma, Geovania de Sá, Dr. Zacharias Calil, Alexandre Padilha, Flávia Morais, Carla Dickson e Dr. Luiz Ovando. Aprovada a inclusão, apresentada pelo Deputado Lucas Redecker, de representantes da BAT (British American Tobacco) e da PMI (Philip Morris International) como convidados na audiência pública. Aprovada a inclusão, apresentada pelo Deputado Alexandre Padilha, da convidada Monica Andres, diretora-executiva da Aliança de Controle do Tabagismo (ACT).",1.0
2321435-2,2022-05-11,CSSF,REQ 30/2022 CSSF,"Aprovado, com subscrição dos Deputados Pastor Sargento Isidório e Flávia Morais.",1.0
2230151-29,2022-05-11,CAPADR,,Aprovado o Parecer.,1.0
2322061-2,2022-05-11,CFT,,Aprovado com alterações: Convidados apenas os 5 (cinco) primeiros da lista.,1.0
2292818-18,2022-05-11,CCTCI,,Aprovado o Parecer.,1.0
2321302-3,2022-05-11,CFT,REQ 5/2022 CFT,Aprovado.,1.0
2281231-18,2022-05-11,CCTCI,,Aprovado o Parecer.,1.0
2223702-24,2022-05-11,CAPADR,,Rejeitado o Requerimento de Retirada de Pauta apresentado pelo Deputado Josias Gomes e outros.,0.0
2209675-31,2022-05-11,CME,,Rejeitado o Parecer.,0.0
2321735-2,2022-05-11,CVT,REQ 3/2022 CVT,"Aprovado. Subscrito pelos deputados Zé Neto, Gonzaga Patriota, Paulo Guedes e Bosco Costa.",1.0
2302432-28,2022-05-11,CAPADR,,Rejeitado o Requerimento de Retirada de Pauta apresentado pelo Deputado Josias Gomes e outros.,0.0
2321227-3,2022-05-11,CFT,REQ 4/2022 CFT,Aprovado.,1.0
2322006-3,2022-05-11,CREDN,REQ 7/2022 CREDN,"Aprovado o Requerimento, com os votos contrários dos Deputados Eduardo Bolsonaro, Pastor Eurico e Luiz Philippe de Orleans e Bragança.",1.0
2223702-23,2022-05-11,CAPADR,,Aprovado o Parecer.,1.0
2321497-2,2022-05-11,CVT,REQ 1/2022 CVT,"Aprovado com alterações: XXI Seminário Brasileiro do Transporte Rodoviário de Cargas. Subscrito pelos deputados Bosco Costa, Lucas Gonzalez e Zé Neto.",1.0
2322101-2,2022-05-11,CVT,REQ 4/2022 CVT,Aprovado. Subscrito pelo deputado Zé Neto.,1.0
2321725-2,2022-05-11,CVT,REQ 2/2022 CVT,Aprovado.,1.0
2286627-45,2022-05-11,CAPADR,,"Aprovado o Parecer com voto contrário dos Deputados Josias Gomes, Heitor Schuch e Rodrigo Agostinho.",1.0
2287511-60,2022-05-11,CCJC,,"Rejeitado o Requerimento de Retirada de Pauta. Resultado: Sim, 12; Não, 31; Abstenção: 0. Total: 43.",0.0
2207066-38,2022-05-11,CSSF,,"Rejeitado o Requerimento de Retirada de Pauta, apresentado pelo Deputado Alexandre Padilha.",0.0
2322318-2,2022-05-11,CVT,REQ 5/2022 CVT,Aprovado. Subscrito pelo deputado Bosco Costa.,1.0
2264262-22,2022-05-11,CCTCI,,Aprovado o Parecer.,1.0
2264262-20,2022-05-11,CCTCI,,Rejeitado o Requerimento de Retirada de Pauta apresentado pelo Deputado Coronel Chrisóstomo.,0.0
2322242-2,2022-05-11,CME,REQ 13/2022 CME,"Aprovado. Subscrito pelos Deputados Christino Áureo e Airton Faleiro. Aditado para inclusão na lista de convidados de representantes da FUP e do INEEP, por sugestão do Deputado Airton Faleiro.",1.0
2322210-2,2022-05-11,CAPADR,REQ 18/2022 CAPADR,Aprovado.,1.0
2322103-2,2022-05-11,CME,REQ 12/2022 CME,Aprovado. Subscrito pelos Deputados Christino Áureo e Joaquim Passarinho.,1.0
2322078-2,2022-05-11,CAPADR,REQ 14/2022 CAPADR,Aprovado.,1.0
2248239-35,2022-05-11,CFT,,Rejeitado o Requerimento de Retirada de Pauta do Dep. Sanderson e Capitão Alberto Neto.,0.0
2321551-3,2022-05-11,CDC,REQ 11/2022 CDC,"Aprovado subscrito pelos Deputados Del. Antonio Furtado, com inclusão da Associação Nacional das Empresas Correspondentes Bancárias - Anec",1.0
2321634-2,2022-05-11,CAPADR,REQ 13/2022 CAPADR,Aprovado com subscrição do Deputado Marcon.,1.0
2321549-2,2022-05-11,CDC,REQ 9/2022 CDC,"Aprovado com inclusão de Instituto Brasileiro de Defesa do Consumidor - Idec, do Clube de Engenharia e da Coalização dos Direitos da Rede - CDR, subscrito pelos Deputados Marx Beltrão e Flavio Nogueira",1.0
2321690-2,2022-05-11,CDC,REQ 12/2022 CDC,Aprovado.,1.0
2321550-2,2022-05-11,CDC,REQ 10/2022 CDC,Aprovado.,1.0
2321548-2,2022-05-11,CDC,REQ 8/2022 CDC,Aprovado.,1.0
2190984-37,2022-05-11,CFT,,Aprovado o Parecer.,1.0
2322306-2,2022-05-11,CDEICS,REQ 7/2022 CDEICS,"Aprovado, para ser realizada em conjunto com a Comissão de Ciência e Tecnologia, Comunicação e Informática - CCTCI.",1.0
2321531-2,2022-05-11,CAPADR,REQ 12/2022 CAPADR,Aprovado.,1.0
2322204-2,2022-05-11,CDC,REQ 13/2022 CDC,Aprovado.,1.0
2321449-3,2022-05-11,CDC,REQ 7/2022 CDC,Aprovado.,1.0
2321508-2,2022-05-11,CAPADR,REQ 11/2022 CAPADR,"Aprovado com suscrição dos Deputados Pedro Lupion, Jose Mario Schreiner e Jerônimo Goergen.",1.0
2322177-3,2022-05-11,CDEICS,REQ 6/2022 CDEICS,"Aprovado, com a exclusão de convite ao Instituto José Bonifácio e ao Ministério da Economia.",1.0
2321401-2,2022-05-11,CAPADR,REQ 10/2022 CAPADR,Aprovado com subscrição dos Deputados Marcon e Jerônimo Goergen.,1.0
2313049-20,2022-05-11,CFT,,Aprovado o Parecer.,1.0
2321661-2,2022-05-11,CME,REQ 10/2022 CME,Aprovado.,1.0
2321318-2,2022-05-11,CAPADR,REQ 9/2022 CAPADR,"Aprovado com inclusão dos seguintes participantes: CNA, OCB e Datora Telecom, representada pelo CEO Tomas Fuchs.",1.0
2196486-58,2022-05-11,CFT,,Aprovado o Parecer.,1.0
2123896-77,2022-05-11,CFT,,Aprovado o Parecer.,1.0
2263279-20,2022-05-11,CFT,,Aprovado o Parecer.,1.0
2311727-22,2022-05-11,CFT,,Aprovado o Parecer.,1.0
2322046-2,2022-05-11,CME,REQ 11/2022 CME,Aprovado.,1.0
2322129-4,2022-05-11,CDEICS,REQ 5/2022 CDEICS,"Aprovado, com a inclusão de convites aos senhores: Mário Sérgio, Gerente Executivo de Economia da Confederação Nacional da Indústria - CNI; Luiza Machado de Oliveira Menezes, pesquisadora do Núcleo de Direito Tributário do Mestrado Profissional da Fundação Getúlio Vargas - FGV; Fábio Antonio Polis, Assessor da Área Jurídica e Contábil no Escritório Técnico Contábil Mercúrio; Rodrigo Orair, servidor do Instituto de Pesquisa Econômica Aplicada - IPEA; André Horta, Diretor - Institucional do Comitê Nacional de Secretários da Fazenda, Finanças, Receitas ou Tributação dos Estados e Distrito Federal - COMSEFAZ e Bernad Appy, Diretor do Centro de Cidadania Fiscal - CCiF.",1.0
2320627-3,2022-05-11,CME,REQ 3/2022 CME,Aprovado.,1.0
2321315-2,2022-05-11,CAPADR,REQ 8/2022 CAPADR,Aprovado.,1.0
2320762-5,2022-05-11,CCTCI,,"Aprovado requerimento n. 10/2022 do Sr. Capitão Fábio Abreu que complementarmente ao REQ n. 06/2022, protocolado na CCTCI, requer que sejam convidados um representante de cada operadora de telefonia móvel e internet que atue em todo território nacional, principalmente da Oi, Vivo, TIM e Claro, assim como um representante da sociedade civil organizada, para audiência pública que discutirá situação da telefonia, como a qualidade da cobertura e suas obrigações, e bem como a melhoria do sinal da telefonia móvel e internet.",1.0
2321376-2,2022-05-11,CME,,Aprovado. Subscrito pelos Deputados Airton Faleiro e Christino Áureo.,1.0
2321313-2,2022-05-11,CAPADR,REQ 7/2022 CAPADR,Aprovado com inclusão da Fetraf Brasil.,1.0
2320921-2,2022-05-11,CAPADR,REQ 6/2022 CAPADR,Aprovado com inclusão dos seguintes participantes: SINDAG e CNA.,1.0
2320641-4,2022-05-11,CAPADR,REQ 3/2022 CAPADR,"Aprovado com inclusão dos seguintes participantes: CNA, Aprosoja e Abrapa.",1.0
2166864-72,2022-05-11,CCJC,,"Aprovado o Parecer, com complementação de voto.",1.0
2188479-65,2022-05-10,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Professora Dorinha Seabra Rezende (União-TO).",1.0
2188479-62,2022-05-10,PLEN,,"Aprovado o Substitutivo ao Projeto de Lei nº 11.147, de 2018, adotado pela Relatora da Comissão dos Direitos das Pessoas com Deficiência.",1.0
2298016-32,2022-05-10,CTASP,,Aprovado o Parecer.,1.0
2313546-35,2022-05-10,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Bia Kicis (PL-DF).",1.0
2313546-33,2022-05-10,PLEN,,Rejeitadas as Emendas de Comissão.,0.0
2313546-31,2022-05-10,PLEN,,"Aprovada a Medida Provisória nº 1.082, de 2021.",1.0
2313546-28,2022-05-10,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0
2150592-124,2022-05-10,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Eduardo Cury (PSDB-SP).",1.0
2150592-121,2022-05-10,PLEN,,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 8.518, de 2017, adotada pelo Relator da Comissão de Ciência e Tecnologia, Comunicação e Informática, ressalvado o destaque.",1.0
2168347-76,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2092728-119,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2160126-72,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2150592-109,2022-05-10,PLEN,,Rejeitado o requerimento.,0.0
2313727-37,2022-05-10,PLEN,,"Aprovada a Redação Final assinada pela Relatora, Dep. Soraya Manato (PTB-ES).",1.0
2313727-35,2022-05-10,PLEN,,"Aprovada a Medida Provisória nº 1.083, de 2021.",1.0
2313727-33,2022-05-10,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0
2322197-2,2022-05-10,PL646119,REQ 13/2022 PL646119,Aprovado.,1.0
2320305-3,2022-05-10,PL646119,REQ 12/2022 PL646119,Aprovado.,1.0
2319788-3,2022-05-10,PL646119,REQ 11/2022 PL646119,Aprovado.,1.0
2318541-25,2022-05-10,SECAP(SGM),,"Realizar o encaminhamento do PL-4438/2021 à CIDOSO (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2318541-24,2022-05-10,SECAP(SGM),,"Realizar o encaminhamento do PL-4438/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2318541-23,2022-05-10,SECAP(SGM),,"Realizar o encaminhamento do PL-4438/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2318711-8,2022-05-10,PLEN,REQ 429/2022,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0
2317966-13,2022-05-10,PLEN,REQ 297/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0
2270947-38,2022-05-10,PLEN,,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 297/2022.,1.0
2270947-37,2022-05-10,PLEN,,"Aprovado requerimento n. 297/2022 do Sr. Vinicius Carvalho que requer urgência para o Projeto de Lei nº 610, de 2021, que “institui a Campanha Nacional de Incentivo à doação de cabelo a Pessoas Carentes em Tratamento de Câncer”",1.0
2274135-29,2022-05-10,PLEN,,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 5409/2016, por ter sido aprovado o REQ 508/2021 que está apensado ao primeiro.",1.0
2274135-28,2022-05-10,SECAP(SGM),,"Realizar o encaminhamento do PL-781/2020 à CSPCCO (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2274135-27,2022-05-10,SECAP(SGM),,"Realizar o encaminhamento do PL-781/2020 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2274173-10,2022-05-10,PLEN,REQ 508/2021,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0
2322212-3,2022-05-10,CESPO,REQ 14/2022 CESPO,Aprovado.,1.0
2322142-3,2022-05-10,CESPO,REQ 7/2022 CESPO,Aprovado.,1.0
2322168-2,2022-05-10,CESPO,REQ 12/2022 CESPO,Aprovado.,1.0
2322167-2,2022-05-10,CESPO,REQ 11/2022 CESPO,Aprovado.,1.0
2322166-2,2022-05-10,CESPO,REQ 10/2022 CESPO,Aprovado.,1.0
2322165-2,2022-05-10,CESPO,REQ 9/2022 CESPO,Aprovado.,1.0
2322164-3,2022-05-10,CESPO,REQ 8/2022 CESPO,Aprovado.,1.0
2321538-3,2022-05-10,CESPO,REQ 5/2022 CESPO,Aprovado.,1.0
2310530-5,2022-05-10,CLP,,Aprovado o Parecer.,1.0
2322256-2,2022-05-10,CLP,REQ 21/2022 CLP,"Aprovado, com a inclusão de representante da Pastoral dos Pescadores e da Pastoral da Pesca de Santa Catarina.",1.0
2322149-2,2022-05-10,CLP,REQ 20/2022 CLP,Aprovado.,1.0
2322095-2,2022-05-10,CLP,REQ 19/2022 CLP,Aprovado.,1.0
2322094-2,2022-05-10,CLP,REQ 18/2022 CLP,Aprovado.,1.0
2321448-2,2022-05-10,CLP,REQ 17/2022 CLP,Aprovado.,1.0
2320971-2,2022-05-10,CLP,REQ 16/2022 CLP,Aprovado.,1.0
2320970-2,2022-05-10,CLP,REQ 15/2022 CLP,Aprovado.,1.0
2321028-3,2022-05-10,CESPO,REQ 4/2022 CESPO,Aprovado. O Requerimento foi subscrito pelo Deputado Afonso Hamm.,1.0
2295978-24,2022-05-10,CPD,,Aprovado o Parecer.,1.0
2299179-25,2022-05-10,CPD,,Aprovado o Parecer.,1.0
2264953-54,2022-05-10,CMADS,,Rejeitado o Requerimento de Retirada de Pauta.,0.0
2197787-35,2022-05-10,CMADS,,Aprovado o Parecer.,1.0
2322211-2,2022-05-10,CPD,REQ 8/2022 CPD,Aprovado. Subscreveu a Deputada Rejane Dias.,1.0
2322198-2,2022-05-10,CPD,REQ 7/2022 CPD,Aprovado.,1.0
2321716-2,2022-05-10,CPD,REQ 6/2022 CPD,Aprovado. Subscreveu a Deputada Rejane Dias.,1.0
2321058-2,2022-05-10,CPD,REQ 5/2022 CPD,Aprovado.,1.0
2320950-2,2022-05-10,CPD,REQ 4/2022 CPD,Aprovado.,1.0
2320828-2,2022-05-10,CPD,,Aprovado.,1.0
2320827-2,2022-05-10,CPD,REQ 2/2022 CPD,Aprovado.,1.0
2320661-2,2022-05-10,CPD,REQ 1/2022 CPD,Aprovado.,1.0
2322216-2,2022-05-10,CEXWAIKA,,"Aprovado, com alterações, para que a Audiência Pública seja realizada conjuntamente com a Comissão de Direitos Humanos e Minorias.",1.0
2322213-2,2022-05-10,CEXWAIKA,REQ 2/2022 CEXWAIKA,Aprovado.,1.0
2322205-2,2022-05-10,CEXWAIKA,REQ 1/2022 CEXWAIKA,Aprovado.,1.0
2285480-52,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2273945-64,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2268742-63,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2268008-49,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2252927-72,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2196614-64,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2192913-81,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2206761-65,2022-05-10,CCJC,,"Aprovada a Redação Final, com emendas.",1.0
2087978-106,2022-05-10,CCJC,,"Aprovada a Redação Final, com emenda.",1.0
2077035-67,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2056145-118,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
1570416-98,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
556672-73,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
534950-94,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
439747-120,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2322145-3,2022-05-10,CMADS,REQ 13/2022 CMADS,Subscreveu o Requerimento o Deputado Evair Vieira de Melo.,1.0
2322146-2,2022-05-10,CMADS,REQ 14/2022 CMADS,Aprovado.,1.0
2322145-2,2022-05-10,CMADS,REQ 13/2022 CMADS,Aprovado.,1.0
2322144-2,2022-05-10,CMADS,REQ 12/2022 CMADS,Aprovado.,1.0
2307735-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2307731-36,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2307286-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2307274-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2307247-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2321719-2,2022-05-10,CMADS,REQ 11/2022 CMADS,Aprovado.,1.0
2307242-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2307231-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2307220-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2305669-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2305668-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2305665-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2305664-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304775-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304770-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304767-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304760-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304753-35,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304747-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304743-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304721-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304716-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304706-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304703-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304669-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2321547-2,2022-05-10,CMADS,,Aprovado com aditamento do Deputado Jerônimo Goergen para inclusão de um representante da Associação Nacional dos Distribuidores de Insumos Agrícolas e Veterinários - Andav.,1.0
2304664-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304657-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304653-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304650-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2304645-35,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302122-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302120-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302116-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302114-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302111-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302108-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302093-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302092-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2321498-2,2022-05-10,CMADS,REQ 8/2022 CMADS,Aprovado.,1.0
2302090-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302088-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302087-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2302084-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2301028-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2301025-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2301023-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2301022-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2301010-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2301007-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2301006-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2301001-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2300999-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2321457-2,2022-05-10,CMADS,REQ 7/2022 CMADS,Aprovado.,1.0
2299871-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299864-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299860-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299854-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299849-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299841-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299815-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299812-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299803-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299792-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299785-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2299782-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2298745-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2297192-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2296159-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2296150-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2296066-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2296057-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2296056-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2296051-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2294845-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2294830-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2321303-2,2022-05-10,CMADS,REQ 6/2022 CMADS,Aprovado.,1.0
2294777-35,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2292365-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2288785-34,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2209828-37,2022-05-10,CCJC,,Aprovada a Redação Final.,1.0
2321096-2,2022-05-10,CMADS,REQ 4/2022 CMADS,Aprovado com aditamento do Deputado Nelson Barbudo para inclusão de representantes da Confederação da Agricultura e Pecuária do Brasil - CNA e da Organização das Cooperativas do Brasil - OCB.,1.0
2244015-39,2022-05-10,CSPCCO,,Aprovado o Parecer.,1.0
2321092-2,2022-05-10,CMADS,,Aprovado com aditamento dos Deputados Nelson Barbudo e Jose Mario Schreiner para inclusão de representantes da Confederação da Agricultura e Pecuária do Brasil - CNA e da Organização das Cooperativas do Brasil - OCB.,1.0
2320980-2,2022-05-10,CMADS,,Aprovado.,1.0
2320979-2,2022-05-10,CMADS,REQ 1/2022 CMADS,Aprovado.,1.0
1672171-90,2022-05-10,CCJC,,Aprovado requerimento n. 7/2022 das Sras. Fernanda Melchionna e Sâmia Bomfim que requer a realização de audiência pública no âmbito da Comissão de Constituição e Justiça e de Cidadania – CCJC para debater o Projeto de Lei nº 2694 de 2015.,1.0
2321397-2,2022-05-10,CCJC,REQ 7/2022 CCJC,Aprovado.,1.0
2233137-37,2022-05-10,CSPCCO,,Aprovado o Parecer.,1.0
2307354-3,2022-05-10,CCJC,REQ 168/2021 CCJC,Aprovado.,1.0
2322026-2,2022-05-10,CSPCCO,REQ 5/2022 CSPCCO,Aprovado.,1.0
2320685-2,2022-05-10,CSPCCO,REQ 3/2022 CSPCCO,Aprovado.,1.0
2320679-2,2022-05-10,CSPCCO,,"Aprovado, com subscrição dos Deputados Sanderson e General Girão e inclusão dos convidados Jodson Gomes Júnior, Confederação Brasileira de Tiro Esportivo; Hwaskar Fagundes, Confederação Brasileira de Tiro Prático; Otto Carlos Pohl, Confederação Brasileira de Caça e Tiro; Sérgio Bitencourt, Confederação Brasileira de Tiro Defensivo e Caça; Valdir Abel, Liga Nacional de Tiro ao Prato e Marcelo Danfenback, Campeonato Regional CBC - Taurus de Tiro Esportivo.",1.0
2278009-42,2022-05-10,CSPCCO,,Aprovado o Parecer.,1.0
2236668-54,2022-05-10,CTASP,,Aprovado o Parecer.,1.0
2321511-2,2022-05-10,CTASP,REQ 10/2022 CTASP,"Aprovado. A convocação foi transformada em convite. Os Deputados Túlio Gadelha, Mauro Nazif e Bohn Gass subscreveram o Requerimento.",1.0
2322088-2,2022-05-10,CTASP,REQ 12/2022 CTASP,"Aprovado. Os Deputados Túlio Gadelha, André Figueiredo, Hélio Costa e  Carlos Veras subscreveram o Requerimento.",1.0
2322087-2,2022-05-10,CTASP,REQ 11/2022 CTASP,"Aprovado. Os Deputados André Figueiredo, Leônidas Cristino e Bira do Pindaré subscreveram o Requerimento.",1.0
2321034-2,2022-05-10,CTASP,REQ 8/2022 CTASP,Aprovado. Os Deputados Túlio Gadelha e Bira do Pindaré subscreveram o Requerimento.,1.0
2321033-2,2022-05-10,CTASP,REQ 7/2022 CTASP,"Aprovado. Os Deputados Túlio Gadelha, Bohn Gass e Bira do Pindaré subscreveram o Requerimento.",1.0
2321032-2,2022-05-10,CTASP,REQ 6/2022 CTASP,"Aprovado. Os Deputados Túlio Gadelha, Jones Moura, Bohn Gass e Bira do Pindaré subscreveram o Requerimento.",1.0
2321031-2,2022-05-10,CTASP,REQ 5/2022 CTASP,"Aprovado. A convocação foi transformada em convite. Os Deputados Bohn Gass, Bira do Pindaré e Túlio Gadelha subscreveram o Requerimento.",1.0
2317464-27,2022-05-05,SECAP(SGM),,"Realizar o encaminhamento do PL-499/2022 à CCULT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317464-26,2022-05-05,SECAP(SGM),,"Realizar o encaminhamento do PL-499/2022 à CSSF (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2317464-25,2022-05-05,SECAP(SGM),,"Realizar o encaminhamento do PL-499/2022 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2321571-8,2022-05-05,PLEN,REQ 698/2022,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0
2321600-7,2022-05-05,PLEN,REQ 700/2022,Aprovado o Requerimento.,1.0
2313729-71,2022-05-05,PLEN,,Rejeitada a Emenda de Comissão nº 21. Sim: 83; não: 217; total: 300.,0.0
2313729-69,2022-05-05,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Isnaldo Bulhões Jr. (MDB-AL).",1.0
2313729-60,2022-05-05,PLEN,,Rejeitada a Emenda de Comissão nº 19. Sim: 79; não: 224; total: 303.,0.0
2313729-50,2022-05-05,PLEN,,Mantido o texto. Sim: 213; não: 78; total: 291.,
